generation,phase1,phase2,delay
1,19,19,2741.78
2,19,19,2741.78
3,21,26,2631.98
4,21,23,2604.34
5,21,23,2604.34
6,21,23,2604.34
7,21,23,2604.34
8,21,23,2604.34
9,17,20,2562.67
10,17,20,2562.67
